location,day,number of orders,percentage of deliveries
Upper East Side,2018-04-12,802,0.13092269326683292
Upper East Side,2018-04-13,805,0.16273291925465838
Upper East Side,2018-04-14,797,0.1618569636135508
Upper East Side,2018-04-15,782,0.17902813299232737
Upper East Side,2018-04-16,820,0.1719512195121951
Upper East Side,2018-04-17,791,0.18078381795195955
Upper East Side,2018-04-18,791,0.17193426042983564
Upper East Side,2018-04-19,803,0.1643835616438356
Upper East Side,2018-04-20,794,0.172544080604534
Upper East Side,2018-04-21,832,0.16826923076923078
Upper East Side,2018-04-22,791,0.18584070796460178
Upper East Side,2018-04-23,832,0.13221153846153846
Upper East Side,2018-04-24,825,0.15878787878787878
Upper East Side,2018-04-25,802,0.15211970074812967
Upper East Side,2018-04-26,763,0.17038007863695936
Upper East Side,2018-04-27,784,0.16326530612244897
Upper East Side,2018-04-28,829,0.15922798552472858
Upper East Side,2018-04-29,811,0.13933415536374846
Upper East Side,2018-04-30,769,0.1469440832249675
Upper East Side,2018-05-01,710,0.1732394366197183
Upper East Side,2018-05-02,665,0.21804511278195488
Upper East Side,2018-05-03,676,0.23668639053254437
Upper East Side,2018-05-04,677,0.19793205317577547
Upper East Side,2018-05-05,694,0.1829971181556196
Upper East Side,2018-05-06,794,0.15869017632241814
Upper East Side,2018-05-07,771,0.16861219195849547
Upper East Side,2018-05-08,761,0.17608409986859397
Upper East Side,2018-05-09,803,0.16189290161892902
Upper East Side,2018-05-10,787,0.17789072426937738
Upper East Side,2018-05-11,806,0.17121588089330025
Upper East Side,2018-05-12,791,0.18584070796460178
Upper East Side,2018-05-13,799,0.1376720901126408
Upper East Side,2018-05-14,767,0.1694915254237288
Upper East Side,2018-05-15,714,0.21428571428571427
Upper East Side,2018-05-16,752,0.1595744680851064
Upper East Side,2018-05-17,789,0.14068441064638784
Upper East Side,2018-05-18,809,0.15698393077873918
Upper East Side,2018-05-19,786,0.19592875318066158
Upper East Side,2018-05-20,754,0.21352785145888595
Upper East Side,2018-05-21,776,0.18298969072164947
Upper East Side,2018-05-22,787,0.19695044472681067
Upper East Side,2018-05-23,745,0.1919463087248322
Upper East Side,2018-05-24,747,0.19678714859437751
Upper East Side,2018-05-25,737,0.16689280868385345
Upper East Side,2018-05-26,706,0.19121813031161472
Upper East Side,2018-05-27,769,0.14434330299089726
Upper East Side,2018-05-29,726,0.174931129476584
Upper East Side,2018-05-30,765,0.17516339869281045
Upper East Side,2018-05-31,746,0.1836461126005362
Upper East Side,2018-06-01,694,0.1873198847262248
Upper East Side,2018-06-02,714,0.21708683473389356
Upper East Side,2018-06-03,773,0.16946959896507116
Upper East Side,2018-06-04,731,0.1436388508891929
Upper East Side,2018-06-05,727,0.1829436038514443
Upper East Side,2018-06-06,692,0.1676300578034682
Upper East Side,2018-06-07,781,0.176696542893726
Upper East Side,2018-06-08,714,0.18907563025210083
Upper East Side,2018-06-09,692,0.1907514450867052
Upper East Side,2018-06-10,761,0.16819973718791065
Upper East Side,2018-06-11,734,0.1784741144414169
Upper East Side,2018-06-12,745,0.1651006711409396
Upper East Side,2018-06-13,726,0.19696969696969696
Upper East Side,2018-06-14,719,0.21835883171070933
Upper East Side,2018-06-15,761,0.18791064388961892
Upper East Side,2018-06-16,702,0.2150997150997151
Upper East Side,2018-06-17,660,0.1984848484848485
Upper East Side,2018-06-18,672,0.23065476190476192
Upper East Side,2018-06-19,682,0.20234604105571846
Upper East Side,2018-06-20,762,0.18766404199475065
Upper East Side,2018-06-21,686,0.19970845481049562
Upper East Side,2018-06-22,732,0.16120218579234974
Upper East Side,2018-06-23,729,0.1262002743484225
Upper East Side,2018-06-24,699,0.17739628040057226
Upper East Side,2018-06-25,718,0.1991643454038997
Upper East Side,2018-06-26,689,0.16110304789550073
Upper East Side,2018-06-27,752,0.17819148936170212
Upper East Side,2018-06-28,767,0.19295958279009126
Upper East Side,2018-06-29,649,0.18335901386748846
Upper East Side,2018-06-30,636,0.21069182389937108
Upper East Side,2018-07-01,605,0.20826446280991737
Upper East Side,2018-07-02,625,0.24
Upper East Side,2018-07-03,684,0.2675438596491228
Upper East Side,2018-07-05,643,0.2130637636080871
Upper East Side,2018-07-06,675,0.18666666666666668
Upper East Side,2018-07-07,683,0.191800878477306
Upper East Side,2018-07-08,690,0.19130434782608696
Upper East Side,2018-07-09,673,0.19465081723625557
Upper East Side,2018-07-10,630,0.24126984126984127
Upper East Side,2018-07-11,682,0.19648093841642228
Upper East Side,2018-07-12,691,0.191027496382055
Upper East Side,2018-07-13,678,0.18584070796460178
Upper East Side,2018-07-14,660,0.21515151515151515
Upper East Side,2018-07-15,715,0.2013986013986014
Upper East Side,2018-07-16,649,0.2033898305084746
Upper East Side,2018-07-17,683,0.22840409956076135
Upper East Side,2018-07-18,663,0.22926093514328807
Upper East Side,2018-07-19,687,0.21542940320232898
Upper East Side,2018-07-20,660,0.19545454545454546
Upper East Side,2018-07-21,693,0.19480519480519481
Upper East Side,2018-07-22,734,0.17983651226158037
Upper East Side,2018-07-23,737,0.19810040705563092
Upper East Side,2018-07-24,685,0.18832116788321168
Upper East Side,2018-07-25,683,0.20790629575402636
Upper East Side,2018-07-26,673,0.20802377414561665
Upper East Side,2018-07-27,694,0.1988472622478386
Upper East Side,2018-07-28,670,0.2208955223880597
Upper East Side,2018-07-29,680,0.19558823529411765
Upper East Side,2018-07-30,702,0.1908831908831909
Upper East Side,2018-07-31,679,0.17820324005891017
Upper East Side,2018-08-01,702,0.22934472934472935
Upper East Side,2018-08-02,674,0.2062314540059347
Upper East Side,2018-08-03,676,0.21597633136094674
Upper East Side,2018-08-04,692,0.20520231213872833
Upper East Side,2018-08-05,588,0.21598639455782312
Upper East Side,2018-08-06,635,0.2251968503937008
Upper East Side,2018-08-07,633,0.22906793048973143
Upper East Side,2018-08-08,632,0.1962025316455696
Upper East Side,2018-08-09,635,0.16692913385826771
Upper East Side,2018-08-10,672,0.23511904761904762
Upper East Side,2018-08-11,708,0.2062146892655367
Upper East Side,2018-08-12,694,0.2017291066282421
Upper East Side,2018-08-13,714,0.17507002801120447
Upper East Side,2018-08-14,751,0.23302263648468707
Upper East Side,2018-08-15,710,0.20704225352112676
Upper East Side,2018-08-16,645,0.17209302325581396
Upper East Side,2018-08-17,680,0.19558823529411765
Upper East Side,2018-08-18,695,0.2474820143884892
Upper East Side,2018-08-19,708,0.2175141242937853
Upper East Side,2018-08-20,732,0.1680327868852459
Upper East Side,2018-08-21,715,0.2041958041958042
Upper East Side,2018-08-22,678,0.19911504424778761
Upper East Side,2018-08-23,696,0.16954022988505746
Upper East Side,2018-08-24,708,0.1850282485875706
Upper East Side,2018-08-25,704,0.22301136363636365
Upper East Side,2018-08-26,660,0.1893939393939394
Upper East Side,2018-08-27,682,0.21700879765395895
Upper East Side,2018-08-28,588,0.17517006802721088
Upper East Side,2018-08-29,589,0.21731748726655348
Upper East Side,2018-08-30,659,0.20485584218512898
Upper East Side,2018-08-31,734,0.16348773841961853
Upper East Side,2018-09-01,772,0.17746113989637305
Upper East Side,2018-09-02,716,0.1717877094972067
Upper East Side,2018-09-04,683,0.20644216691068815
Upper East Side,2018-09-05,732,0.20355191256830601
Upper East Side,2018-09-06,696,0.23850574712643677
Upper East Side,2018-09-07,713,0.17391304347826086
Upper East Side,2018-09-08,812,0.18472906403940886
Upper East Side,2018-09-09,761,0.14586070959264127
Upper East Side,2018-09-10,856,0.17406542056074767
Upper East Side,2018-09-11,742,0.1752021563342318
Upper East Side,2018-09-12,759,0.19104084321475626
Upper East Side,2018-09-13,783,0.18518518518518517
Upper East Side,2018-09-14,784,0.18239795918367346
Upper East Side,2018-09-15,710,0.18028169014084508
Upper East Side,2018-09-16,747,0.18340026773761714
Upper East Side,2018-09-17,752,0.17420212765957446
Upper East Side,2018-09-18,752,0.1981382978723404
Upper East Side,2018-09-19,772,0.18264248704663213
Upper East Side,2018-09-20,743,0.16285329744279947
Upper East Side,2018-09-21,780,0.18333333333333332
Upper East Side,2018-09-22,796,0.13693467336683418
Upper East Side,2018-09-23,807,0.18339529120198264
Upper East Side,2018-09-24,826,0.16707021791767554
Upper East Side,2018-09-25,758,0.18865435356200527
Upper East Side,2018-09-26,753,0.18193891102257637
Upper East Side,2018-09-27,760,0.1618421052631579
Upper East Side,2018-09-28,793,0.1424968474148802
Upper East Side,2018-09-29,800,0.17875
Upper East Side,2018-09-30,832,0.17908653846153846
Upper East Side,2018-10-01,769,0.14564369310793238
Upper East Side,2018-10-02,768,0.16796875
Upper East Side,2018-10-03,816,0.18259803921568626
Upper East Side,2018-10-04,804,0.1865671641791045
Upper East Side,2018-10-05,817,0.1664626682986536
Upper East Side,2018-10-06,782,0.14066496163682865
Upper East Side,2018-10-07,748,0.21390374331550802
Upper East Side,2018-10-09,763,0.1690694626474443
Upper East Side,2018-10-10,746,0.1863270777479893
Upper East Side,2018-10-11,759,0.2437417654808959
Upper East Side,2018-10-12,790,0.14177215189873418
Upper East Side,2018-10-13,803,0.15940224159402241
Upper East Side,2018-10-14,818,0.1491442542787286
Upper East Side,2018-10-15,751,0.14913448735019974
Upper East Side,2018-10-16,830,0.14698795180722893
Upper East Side,2018-10-17,817,0.15299877600979192
Upper East Side,2018-10-18,791,0.17572692793931732
Upper East Side,2018-10-19,835,0.14491017964071856
Upper East Side,2018-10-20,846,0.15721040189125296
Upper East Side,2018-10-21,798,0.17919799498746866
Upper East Side,2018-10-22,755,0.16688741721854305
Upper East Side,2018-10-23,836,0.16507177033492823
Upper East Side,2018-10-24,815,0.1558282208588957
Upper East Side,2018-10-25,817,0.16401468788249693
Upper East Side,2018-10-26,851,0.1492361927144536
Upper East Side,2018-10-27,848,0.18396226415094338
Upper East Side,2018-10-28,841,0.1426872770511296
Upper East Side,2018-10-29,813,0.17712177121771217
Upper East Side,2018-10-30,884,0.15610859728506787
Upper East Side,2018-10-31,809,0.17181705809641531
Upper East Side,2018-11-01,832,0.14783653846153846
Upper East Side,2018-11-02,776,0.19458762886597938
Upper East Side,2018-11-03,845,0.16923076923076924
Upper East Side,2018-11-04,999,0.12712712712712712
Upper East Side,2018-11-05,783,0.1724137931034483
Upper East Side,2018-11-06,779,0.19897304236200256
Upper East Side,2018-11-07,830,0.14698795180722893
Upper East Side,2018-11-08,817,0.18849449204406366
Upper East Side,2018-11-09,838,0.1873508353221957
Upper East Side,2018-11-10,854,0.16393442622950818
Upper East Side,2018-11-11,778,0.18251928020565553
Upper East Side,2018-11-13,813,0.1795817958179582
Upper East Side,2018-11-14,788,0.20558375634517767
Upper East Side,2018-11-15,790,0.2848101265822785
Upper East Side,2018-11-16,791,0.18836915297092288
Upper East Side,2018-11-17,858,0.15384615384615385
Upper East Side,2018-11-18,849,0.1955241460541814
Upper East Side,2018-11-19,828,0.17391304347826086
Upper East Side,2018-11-20,844,0.19075829383886256
Upper East Side,2018-11-21,856,0.17406542056074767
Upper East Side,2018-11-23,804,0.2325870646766169
Upper East Side,2018-11-24,832,0.18990384615384615
Upper East Side,2018-11-25,850,0.16470588235294117
Upper East Side,2018-11-26,799,0.21777221526908636
Upper East Side,2018-11-27,830,0.19036144578313252
Upper East Side,2018-11-28,870,0.21839080459770116
Upper East Side,2018-11-29,826,0.19854721549636803
Upper East Side,2018-11-30,801,0.18726591760299627
Upper East Side,2018-12-01,816,0.17892156862745098
Upper East Side,2018-12-02,865,0.16647398843930636
Upper East Side,2018-12-03,847,0.15938606847697756
Upper East Side,2018-12-04,846,0.20921985815602837
Upper East Side,2018-12-05,798,0.23182957393483708
Upper East Side,2018-12-06,806,0.20471464019851116
Upper East Side,2018-12-07,814,0.1732186732186732
Upper East Side,2018-12-08,833,0.2184873949579832
Upper East Side,2018-12-09,783,0.19923371647509577
Upper East Side,2018-12-10,796,0.18341708542713567
Upper East Side,2018-12-11,828,0.2028985507246377
Upper East Side,2018-12-12,812,0.1958128078817734
Upper East Side,2018-12-13,800,0.17875
Upper East Side,2018-12-14,799,0.16145181476846057
Upper East Side,2018-12-15,839,0.13825983313468415
Upper East Side,2018-12-16,836,0.27751196172248804
Upper East Side,2018-12-17,815,0.1668711656441718
Upper East Side,2018-12-18,830,0.2036144578313253
Upper East Side,2018-12-19,838,0.1909307875894988
Upper East Side,2018-12-20,826,0.1791767554479419
Upper East Side,2018-12-21,824,0.21359223300970873
Upper East Side,2018-12-22,841,0.18906064209274673
Upper East Side,2018-12-23,862,0.18097447795823665
Upper East Side,2018-12-24,850,0.21764705882352942
Upper East Side,2018-12-26,854,0.20843091334894615
Upper East Side,2018-12-27,840,0.1773809523809524
Upper East Side,2018-12-28,822,0.21532846715328466
Upper East Side,2018-12-29,831,0.16726835138387486
Upper East Side,2018-12-30,822,0.21532846715328466
Upper East Side,2018-12-31,879,0.20136518771331058
Upper West Side,2018-01-01,764,0.337696335078534
Upper West Side,2018-01-02,769,0.21716514954486346
Upper West Side,2018-01-03,720,0.23472222222222222
Upper West Side,2018-01-04,795,0.2238993710691824
Upper West Side,2018-01-05,682,0.33284457478005863
Upper West Side,2018-01-06,712,0.3103932584269663
Upper West Side,2018-01-07,737,0.29579375848032563
Upper West Side,2018-01-08,817,0.24112607099143207
Upper West Side,2018-01-09,810,0.19012345679012346
Upper West Side,2018-01-10,860,0.22674418604651161
Upper West Side,2018-01-11,837,0.17801672640382318
Upper West Side,2018-01-12,834,0.1882494004796163
Upper West Side,2018-01-13,778,0.2159383033419023
Upper West Side,2018-01-14,762,0.29396325459317585
Upper West Side,2018-01-15,785,0.24713375796178344
Upper West Side,2018-01-16,851,0.23384253819036427
Upper West Side,2018-01-17,760,0.2723684210526316
Upper West Side,2018-01-18,805,0.22111801242236026
Upper West Side,2018-01-19,802,0.23940149625935161
Upper West Side,2018-01-20,808,0.1745049504950495
Upper West Side,2018-01-21,807,0.1734820322180917
Upper West Side,2018-01-22,846,0.1690307328605201
Upper West Side,2018-01-23,818,0.16136919315403422
Upper West Side,2018-01-24,808,0.2103960396039604
Upper West Side,2018-01-25,804,0.22263681592039802
Upper West Side,2018-01-26,779,0.2246469833119384
Upper West Side,2018-01-27,854,0.16627634660421545
Upper West Side,2018-01-28,849,0.1696113074204947
Upper West Side,2018-01-29,795,0.17232704402515722
Upper West Side,2018-01-30,780,0.24487179487179486
Upper West Side,2018-01-31,734,0.24250681198910082
Upper West Side,2018-02-01,846,0.1938534278959811
Upper West Side,2018-02-02,741,0.29554655870445345
Upper West Side,2018-02-03,823,0.2551640340218712
Upper West Side,2018-02-04,839,0.22765196662693682
Upper West Side,2018-02-05,809,0.23856613102595797
Upper West Side,2018-02-06,828,0.2028985507246377
Upper West Side,2018-02-07,824,0.32402912621359226
Upper West Side,2018-02-08,799,0.23529411764705882
Upper West Side,2018-02-09,821,0.21315468940316687
Upper West Side,2018-02-10,881,0.2292849035187287
Upper West Side,2018-02-11,854,0.1920374707259953
Upper West Side,2018-02-12,876,0.20319634703196346
Upper West Side,2018-02-13,857,0.17736289381563594
Upper West Side,2018-02-14,841,0.1700356718192628
Upper West Side,2018-02-15,836,0.15789473684210525
Upper West Side,2018-02-16,863,0.17265353418308227
Upper West Side,2018-02-17,775,0.21548387096774194
Upper West Side,2018-02-18,792,0.1893939393939394
Upper West Side,2018-02-19,864,0.16203703703703703
Upper West Side,2018-02-20,835,0.15089820359281436
Upper West Side,2018-02-21,820,0.1719512195121951
Upper West Side,2018-02-22,811,0.21701602959309493
Upper West Side,2018-02-23,784,0.19770408163265307
Upper West Side,2018-02-24,829,0.16767189384800965
Upper West Side,2018-02-25,801,0.18726591760299627
Upper West Side,2018-02-26,867,0.1776239907727797
Upper West Side,2018-02-27,838,0.18257756563245822
Upper West Side,2018-02-28,789,0.15716096324461343
Upper West Side,2018-03-01,851,0.17156286721504113
Upper West Side,2018-03-02,880,0.2681818181818182
Upper West Side,2018-03-03,759,0.16073781291172595
Upper West Side,2018-03-04,820,0.18170731707317073
Upper West Side,2018-03-05,827,0.16324062877871826
Upper West Side,2018-03-06,816,0.1715686274509804
Upper West Side,2018-03-07,814,0.22481572481572482
Upper West Side,2018-03-08,787,0.19567979669631513
Upper West Side,2018-03-09,822,0.19951338199513383
Upper West Side,2018-03-10,844,0.1943127962085308
Upper West Side,2018-03-11,809,0.16440049443757726
Upper West Side,2018-03-12,809,0.16069221260815822
Upper West Side,2018-03-13,835,0.2155688622754491
Upper West Side,2018-03-14,882,0.19160997732426305
Upper West Side,2018-03-15,826,0.18280871670702178
Upper West Side,2018-03-16,808,0.18935643564356436
Upper West Side,2018-03-17,863,0.18076477404403243
Upper West Side,2018-03-18,748,0.16176470588235295
Upper West Side,2018-03-19,811,0.15166461159062886
Upper West Side,2018-03-20,788,0.22461928934010153
Upper West Side,2018-03-21,806,0.20967741935483872
Upper West Side,2018-03-22,836,0.1722488038277512
Upper West Side,2018-03-23,815,0.16441717791411042
Upper West Side,2018-03-24,789,0.17363751584283904
Upper West Side,2018-03-25,788,0.19543147208121828
Upper West Side,2018-03-26,795,0.16855345911949685
Upper West Side,2018-03-27,815,0.18773006134969325
Upper West Side,2018-03-28,835,0.18562874251497005
Upper West Side,2018-03-29,861,0.1672473867595819
Upper West Side,2018-03-30,840,0.14523809523809525
Upper West Side,2018-03-31,830,0.1686746987951807
Upper West Side,2018-04-01,791,0.14791403286978508
Upper West Side,2018-04-02,808,0.1745049504950495
Upper West Side,2018-04-03,811,0.19235511713933415
Upper West Side,2018-04-04,838,0.1730310262529833
Upper West Side,2018-04-05,826,0.21307506053268765
Upper West Side,2018-04-06,831,0.15764139590854392
Upper West Side,2018-04-07,809,0.20024721878862795
Upper West Side,2018-04-08,855,0.17894736842105263
Upper West Side,2018-04-09,823,0.16889428918590524
Upper West Side,2018-04-10,822,0.16666666666666666
Upper West Side,2018-04-11,829,0.1652593486127865
Upper West Side,2018-04-12,842,0.17220902612826602
Upper West Side,2018-04-13,786,0.17684478371501272
Upper West Side,2018-04-14,770,0.1974025974025974
Upper West Side,2018-04-15,793,0.21563682219419925
Upper West Side,2018-04-16,809,0.17552533992583436
Upper West Side,2018-04-17,840,0.2119047619047619
Upper West Side,2018-04-18,775,0.16129032258064516
Upper West Side,2018-04-19,761,0.18659658344283836
Upper West Side,2018-04-20,795,0.15471698113207547
Upper West Side,2018-04-21,844,0.1528436018957346
Upper West Side,2018-04-22,796,0.12939698492462312
Upper West Side,2018-04-23,832,0.1502403846153846
Upper West Side,2018-04-24,793,0.1677175283732661
Upper West Side,2018-04-25,850,0.14352941176470588
Upper West Side,2018-04-26,810,0.16049382716049382
Upper West Side,2018-04-27,787,0.14993646759847523
Upper West Side,2018-04-28,790,0.17721518987341772
Upper West Side,2018-04-29,806,0.15632754342431762
Upper West Side,2018-04-30,834,0.15827338129496402
Upper West Side,2018-05-01,701,0.15834522111269614
Upper West Side,2018-05-02,630,0.1873015873015873
Upper West Side,2018-05-03,664,0.2183734939759036
Upper West Side,2018-05-04,667,0.1889055472263868
Upper West Side,2018-05-05,714,0.19747899159663865
Upper West Side,2018-05-06,801,0.19101123595505617
Upper West Side,2018-05-07,719,0.1780250347705146
Upper West Side,2018-05-08,735,0.1891156462585034
Upper West Side,2018-05-09,720,0.19583333333333333
Upper West Side,2018-05-10,753,0.19123505976095617
Upper West Side,2018-05-11,711,0.17580872011251758
Upper West Side,2018-05-12,784,0.17346938775510204
Upper West Side,2018-05-13,748,0.18716577540106952
Upper West Side,2018-05-14,719,0.1627260083449235
Upper West Side,2018-05-15,726,0.2548209366391185
Upper West Side,2018-05-16,740,0.1810810810810811
Upper West Side,2018-05-17,752,0.20345744680851063
Upper West Side,2018-05-18,762,0.16535433070866143
Upper West Side,2018-05-19,783,0.20561941251596424
Upper West Side,2018-05-20,748,0.20454545454545456
Upper West Side,2018-05-21,680,0.2088235294117647
Upper West Side,2018-05-22,749,0.17623497997329773
Upper West Side,2018-05-23,689,0.16690856313497823
Upper West Side,2018-05-24,671,0.21162444113263784
Upper West Side,2018-05-25,642,0.20404984423676012
Upper West Side,2018-05-26,665,0.21052631578947367
Upper West Side,2018-05-27,759,0.1686429512516469
Upper West Side,2018-05-28,706,0.17422096317280453
Upper West Side,2018-05-29,677,0.19793205317577547
Upper West Side,2018-05-30,749,0.17890520694259013
Upper West Side,2018-05-31,733,0.1855388813096862
Upper West Side,2018-06-01,685,0.20875912408759123
Upper West Side,2018-06-02,710,0.19295774647887323
Upper West Side,2018-06-03,756,0.18121693121693122
Upper West Side,2018-06-04,679,0.15905743740795286
Upper West Side,2018-06-05,752,0.17553191489361702
Upper West Side,2018-06-06,729,0.15912208504801098
Upper West Side,2018-06-07,755,0.16821192052980133
Upper West Side,2018-06-08,712,0.20365168539325842
Upper West Side,2018-06-09,720,0.15
Upper West Side,2018-06-10,720,0.2
Upper West Side,2018-06-11,730,0.1643835616438356
Upper West Side,2018-06-12,738,0.17073170731707318
Upper West Side,2018-06-13,721,0.1317614424410541
Upper West Side,2018-06-14,691,0.1678726483357453
Upper West Side,2018-06-15,740,0.17162162162162162
Upper West Side,2018-06-16,723,0.2074688796680498
Upper West Side,2018-06-17,690,0.21739130434782608
Upper West Side,2018-06-18,657,0.2146118721461187
Upper West Side,2018-06-19,711,0.21237693389592124
Upper West Side,2018-06-20,735,0.17687074829931973
Upper West Side,2018-06-21,745,0.1906040268456376
Upper West Side,2018-06-22,708,0.1652542372881356
Upper West Side,2018-06-23,754,0.15384615384615385
Upper West Side,2018-06-24,750,0.18666666666666668
Upper West Side,2018-06-25,727,0.1953232462173315
Upper West Side,2018-06-26,734,0.19618528610354224
Upper West Side,2018-06-27,723,0.1632088520055325
Upper West Side,2018-06-28,690,0.19710144927536233
Upper West Side,2018-06-29,654,0.1819571865443425
Upper West Side,2018-06-30,638,0.21473354231974923
Upper West Side,2018-07-01,613,0.2137030995106036
Upper West Side,2018-07-02,626,0.20926517571884984
Upper West Side,2018-07-03,659,0.23520485584218512
Upper West Side,2018-07-04,679,0.203240058910162
Upper West Side,2018-07-05,637,0.18995290423861852
Upper West Side,2018-07-06,723,0.18533886583679116
Upper West Side,2018-07-07,703,0.16073968705547653
Upper West Side,2018-07-08,696,0.1853448275862069
Upper West Side,2018-07-09,634,0.1892744479495268
Upper West Side,2018-07-10,645,0.21085271317829457
Upper West Side,2018-07-11,719,0.18915159944367177
Upper West Side,2018-07-12,631,0.20443740095087162
Upper West Side,2018-07-13,683,0.17130307467057102
Upper West Side,2018-07-14,660,0.21666666666666667
Upper West Side,2018-07-15,697,0.20946915351506457
Upper West Side,2018-07-16,677,0.2259970457902511
Upper West Side,2018-07-17,708,0.22598870056497175
Upper West Side,2018-07-18,653,0.20520673813169985
Upper West Side,2018-07-19,710,0.19154929577464788
Upper West Side,2018-07-20,704,0.18181818181818182
Upper West Side,2018-07-21,720,0.1763888888888889
Upper West Side,2018-07-22,707,0.22206506364922207
Upper West Side,2018-07-23,698,0.16905444126074498
Upper West Side,2018-07-24,684,0.1652046783625731
Upper West Side,2018-07-25,716,0.19273743016759776
Upper West Side,2018-07-26,699,0.17310443490701002
Upper West Side,2018-07-27,707,0.19943422913719944
Upper West Side,2018-07-28,675,0.20296296296296296
Upper West Side,2018-07-29,692,0.18352601156069365
Upper West Side,2018-07-30,692,0.20809248554913296
Upper West Side,2018-07-31,691,0.18958031837916064
Upper West Side,2018-08-01,623,0.18619582664526485
Upper West Side,2018-08-02,681,0.19530102790014683
Upper West Side,2018-08-03,723,0.1839557399723375
Upper West Side,2018-08-04,660,0.21363636363636362
Upper West Side,2018-08-05,641,0.17628705148205928
Upper West Side,2018-08-06,603,0.1724709784411277
Upper West Side,2018-08-07,645,0.23565891472868217
Upper West Side,2018-08-08,678,0.19911504424778761
Upper West Side,2018-08-09,680,0.22058823529411764
Upper West Side,2018-08-10,676,0.1937869822485207
Upper West Side,2018-08-11,695,0.18992805755395684
Upper West Side,2018-08-12,721,0.20249653259361997
Upper West Side,2018-08-13,691,0.170767004341534
Upper West Side,2018-08-14,676,0.21005917159763313
Upper West Side,2018-08-15,668,0.18413173652694612
Upper West Side,2018-08-16,633,0.23380726698262244
Upper West Side,2018-08-17,692,0.22254335260115607
Upper West Side,2018-08-18,701,0.23537803138373753
Upper West Side,2018-08-19,775,0.16516129032258065
Upper West Side,2018-08-20,758,0.18073878627968337
Upper West Side,2018-08-21,711,0.19127988748241911
Upper West Side,2018-08-22,710,0.19577464788732393
Upper West Side,2018-08-23,689,0.19013062409288825
Upper West Side,2018-08-24,687,0.1950509461426492
Upper West Side,2018-08-25,682,0.18914956011730205
Upper West Side,2018-08-26,688,0.18313953488372092
Upper West Side,2018-08-27,727,0.19669876203576342
Upper West Side,2018-08-28,616,0.20941558441558442
Upper West Side,2018-08-29,638,0.21316614420062696
Upper West Side,2018-08-30,662,0.2054380664652568
Upper West Side,2018-08-31,738,0.17615176151761516
Upper West Side,2018-09-01,726,0.19559228650137742
Upper West Side,2018-09-02,702,0.19515669515669515
Upper West Side,2018-09-03,658,0.1717325227963526
Upper West Side,2018-09-04,689,0.18432510885341075
Upper West Side,2018-09-05,667,0.1904047976011994
Upper West Side,2018-09-06,701,0.20827389443651925
Upper West Side,2018-09-07,736,0.1766304347826087
Upper West Side,2018-09-08,763,0.18610747051114024
Upper West Side,2018-09-09,815,0.16932515337423312
Upper West Side,2018-09-10,777,0.16344916344916344
Upper West Side,2018-09-11,760,0.16052631578947368
Upper West Side,2018-09-12,741,0.19163292847503374
Upper West Side,2018-09-13,797,0.1656210790464241
Upper West Side,2018-09-14,724,0.19475138121546962
Upper West Side,2018-09-15,743,0.17362045760430686
Upper West Side,2018-09-16,722,0.19529085872576177
Upper West Side,2018-09-17,740,0.17567567567567569
Upper West Side,2018-09-18,756,0.19973544973544974
Upper West Side,2018-09-19,735,0.19863945578231293
Upper West Side,2018-09-20,755,0.1562913907284768
Upper West Side,2018-09-21,759,0.18181818181818182
Upper West Side,2018-09-22,801,0.17103620474406991
Upper West Side,2018-09-23,721,0.14979195561719832
Upper West Side,2018-09-24,781,0.17541613316261204
Upper West Side,2018-09-25,759,0.1976284584980237
Upper West Side,2018-09-26,752,0.19680851063829788
Upper West Side,2018-09-27,771,0.17509727626459143
Upper West Side,2018-09-28,749,0.17089452603471295
Upper West Side,2018-09-29,753,0.16334661354581673
Upper West Side,2018-09-30,768,0.16536458333333334
Upper West Side,2018-10-01,744,0.17876344086021506
Upper West Side,2018-10-02,762,0.18503937007874016
Upper West Side,2018-10-03,739,0.18673883626522328
Upper West Side,2018-10-04,765,0.1803921568627451
Upper West Side,2018-10-05,818,0.19437652811735942
Upper West Side,2018-10-06,811,0.15659679408138102
Upper West Side,2018-10-07,752,0.1901595744680851
Upper West Side,2018-10-08,802,0.19201995012468828
Upper West Side,2018-10-09,771,0.16861219195849547
Upper West Side,2018-10-10,743,0.15208613728129206
Upper West Side,2018-10-11,808,0.2537128712871287
Upper West Side,2018-10-12,837,0.16367980884109917
Upper West Side,2018-10-13,835,0.17604790419161676
Upper West Side,2018-10-14,815,0.1312883435582822
Upper West Side,2018-10-15,797,0.1480552070263488
Upper West Side,2018-10-16,865,0.15491329479768787
Upper West Side,2018-10-17,806,0.1575682382133995
Upper West Side,2018-10-18,796,0.15452261306532664
Upper West Side,2018-10-19,812,0.1564039408866995
Upper West Side,2018-10-20,828,0.16908212560386474
Upper West Side,2018-10-21,791,0.179519595448799
Upper West Side,2018-10-22,777,0.1583011583011583
Upper West Side,2018-10-23,872,0.1628440366972477
Upper West Side,2018-10-24,793,0.1450189155107188
Upper West Side,2018-10-25,815,0.1619631901840491
Upper West Side,2018-10-26,831,0.16365824308062576
Upper West Side,2018-10-27,815,0.16441717791411042
Upper West Side,2018-10-28,827,0.16807738814993953
Upper West Side,2018-10-29,777,0.14285714285714285
Upper West Side,2018-10-30,826,0.14648910411622276
